match_id,player,Date,avg_bp_clutch_save_pct,avg_bp_first_in_pct,avg_bpo_conv_pct,avg_bpo_ue_pct
19830123-M-Tour_Finals-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,1983-01-23,0.6448028310678905,0.5633831030318777,0.3770262918171466,0.18109471411047767
19830603-M-Roland_Garros-SF-Mats_Wilander-Jose_Higueras,Jose Higueras,1983-06-03,,,,
19830603-M-Roland_Garros-SF-Mats_Wilander-Jose_Higueras,Mats Wilander,1983-06-03,0.5791666666666666,0.6904761904761905,0.48269230769230775,0.20384615384615384
19830603-M-Roland_Garros-SF-Yannick_Noah-Christophe_Roger_Vasselin,Christophe Roger Vasselin,1983-06-03,,,,
19830603-M-Roland_Garros-SF-Yannick_Noah-Christophe_Roger_Vasselin,Yannick Noah,1983-06-03,0.6593153390388413,0.5867346938775511,0.46336112329969287,0.08644142167617376
19830605-M-Roland_Garros-F-Mats_Wilander-Yannick_Noah,Mats Wilander,1983-06-05,0.5777777777777778,0.701984126984127,0.5027472527472527,0.18351648351648353
19830605-M-Roland_Garros-F-Mats_Wilander-Yannick_Noah,Yannick Noah,1983-06-05,0.665033755437659,0.5774309723889556,0.5255740821997953,0.05762761445078251
19830701-M-Wimbledon-SF-Chris_Lewis-Kevin_Curren,Chris Lewis,1983-07-01,,,,
19830701-M-Wimbledon-SF-Chris_Lewis-Kevin_Curren,Kevin Curren,1983-07-01,,,,
19830701-M-Wimbledon-SF-John_Mcenroe-Ivan_Lendl,Ivan Lendl,1983-07-01,0.6236379634594089,0.4987899474694632,0.3762910645686587,0.1984041062877221
19830701-M-Wimbledon-SF-John_Mcenroe-Ivan_Lendl,John Mcenroe,1983-07-01,0.6419348547623768,0.5630085624498665,0.36241111333759674,0.1854007566986455
19830703-M-Wimbledon-F-Chris_Lewis-John_Mcenroe,Chris Lewis,1983-07-03,0.7160493827160493,0.7037037037037037,0.2777777777777778,0.07407407407407407
19830703-M-Wimbledon-F-Chris_Lewis-John_Mcenroe,John Mcenroe,1983-07-03,0.6536846523236728,0.5759797087915925,0.3656007997988509,0.17475010796147084
19830909-M-US_Open-SF-Jimmy_Arias-Ivan_Lendl,Ivan Lendl,1983-09-09,0.6208134323164239,0.5085061697957259,0.360084991006119,0.1869209358142503
19830909-M-US_Open-SF-Jimmy_Arias-Ivan_Lendl,Jimmy Arias,1983-09-09,,,,
19830909-M-US_Open-SF-Jimmy_Connors-Bill_Scanlon,Bill Scanlon,1983-09-09,,,,
19830909-M-US_Open-SF-Jimmy_Connors-Bill_Scanlon,Jimmy Connors,1983-09-09,0.5804892025688927,0.6777557152864413,0.4032496028970244,0.15702807105224997
19830911-M-US_Open-F-Jimmy_Connors-Ivan_Lendl,Ivan Lendl,1983-09-11,0.626570258593087,0.5145408122529108,0.36591671753622024,0.1863491084044756
19830911-M-US_Open-F-Jimmy_Connors-Ivan_Lendl,Jimmy Connors,1983-09-11,0.5959565890642999,0.6700720009340119,0.40136629603722274,0.16203572345829045
19831209-M-Australian_Open-SF-Mats_Wilander-John_Mcenroe,John Mcenroe,1983-12-09,0.6642999497887374,0.576745682874471,0.3766049164780894,0.1716407262138789
19831209-M-Australian_Open-SF-Mats_Wilander-John_Mcenroe,Mats Wilander,1983-12-09,0.5855072463768116,0.6895315734989648,0.4378712503712504,0.17817790317790316
19831211-M-Australian_Open-F-Mats_Wilander-Ivan_Lendl,Ivan Lendl,1983-12-11,0.6170533353602474,0.5092164685205601,0.3725983419593088,0.18076046552616365
19831211-M-Australian_Open-F-Mats_Wilander-Ivan_Lendl,Mats Wilander,1983-12-11,0.5934057971014493,0.6516252587991718,0.49315414315414313,0.14254232254232252
19840115-M-Tour_Finals-F-John_Mcenroe-Ivan_Lendl,Ivan Lendl,1984-01-15,0.6116888040598082,0.5012849641151244,0.3649627535706237,0.1794624559964624
19840115-M-Tour_Finals-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,1984-01-15,0.6420302048431815,0.5680295502684097,0.3765105096264371,0.1909559776130625
19840311-M-Brussels-F-John_Mcenroe-Ivan_Lendl,Ivan Lendl,1984-03-11,0.6189127992606156,0.4926819265852018,0.3573040966239749,0.17582181007244108
19840311-M-Brussels-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,1984-03-11,0.6484494022172135,0.5684588850178077,0.37074477424315017,0.1904483222911247
19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl,Ivan Lendl,1984-05-06,0.621721850284501,0.49801436227626833,0.35704745426201095,0.17932018110624212
19840506-M-Forest_Hills_WCT-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,1984-05-06,0.6483762138652239,0.5664037734224433,0.3687757510373703,0.1935826211179076
19840526-M-Dusseldorf-F-John_Mcenroe-Ivan_Lendl,Ivan Lendl,1984-05-26,0.6192330295421997,0.5023981797566467,0.35573000309930664,0.1799399594045726
19840526-M-Dusseldorf-F-John_Mcenroe-Ivan_Lendl,John Mcenroe,1984-05-26,0.649290736505296,0.561893108560845,0.371490809639348,0.18582656698508915
19840606-M-Roland_Garros-QF-John_Mcenroe-Jimmy_Arias,Jimmy Arias,1984-06-06,0.5641025641025641,0.6153846153846154,0.30434782608695654,0.15217391304347827
19840606-M-Roland_Garros-QF-John_Mcenroe-Jimmy_Arias,John Mcenroe,1984-06-06,0.6535688173756442,0.5537698342401421,0.3757787930631153,0.18247218833744755
19840608-M-Roland_Garros-SF-John_Mcenroe-Jimmy_Connors,Jimmy Connors,1984-06-08,0.5924930860315649,0.6738006089837443,0.407947569201563,0.16440849074214728
19840608-M-Roland_Garros-SF-John_Mcenroe-Jimmy_Connors,John Mcenroe,1984-06-08,0.6592146792121049,0.5488004983403377,0.3798018349368698,0.185541634322109
19840608-M-Roland_Garros-SF-Mats_Wilander-Ivan_Lendl,Ivan Lendl,1984-06-08,0.6149818984326911,0.4982233767735032,0.35073734847394267,0.17733442378373696
19840608-M-Roland_Garros-SF-Mats_Wilander-Ivan_Lendl,Mats Wilander,1984-06-08,0.618160744896369,0.6182898662036109,0.48819755831950956,0.1309803907364883
