match_id,Winner
20000611-M-Roland_Garros-F-Magnus_Norman-Gustavo_Kuerten,2
20000612-M-Queens_Club-QF-Bob_Bryan-Pete_Sampras,2
20000619-M-Queens_Club-F-Pete_Sampras-Lleyton_Hewitt,2
20000626-M-Wimbedon-R128-Jiri_Vanek-Pete_Sampras,2
20000628-M-Wimbledon-R64-Pete_Sampras-Karol_Kucera,1
20000703-M-Wimbledon-R16-Pete_Sampras-Jonas_Bjorkman,1
20000708-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,1
20000708-M-Wimbledon-SF-Pete_Sampras-Vladimir_Voltchkov,1
20000709-M-Wimbledon-F-Patrick_Rafter-Pete_Sampras,2
20000714-M-Davis_Cup_World_Group_SF-RR-Patrick_Rafter-Gustavo_Kuerten,1
20000804-M-Canada_Masters-QF-Pete_Sampras-Marat_Safin,2
20000805-M-Canada_Masters-SF-Jiri_Novak-Harel_Levy,2
20000805-M-Canada_Masters-SF-Wayne_Ferreira-Marat_Safin,2
20000806-M-Canada_Masters-F-Marat_Safin-Harel_Levy,1
20000812-M-Cincinnati_Masters-SF-Arnaud_Clement-Thomas_Enqvist,2
20000812-M-Cincinnati_Masters-SF-Tim_Henman-Gustavo_Kuerten,1
20000820-M-Indianapolis-F-Marat_Safin-Gustavo_Kuerten,2
20000820-M-Washington-F-Alex_Corretja-Andre_Agassi,1
20000828-M-US_Open-R128-Marcelo_Rios-Nicolas_Massu,1
20000901-M-US_Open-R64-Marat_Safin-Gianluca_Pozzi,1
20000901-M-US_Open-R64-Roger_Federer-Daniel_Nestor,1
20000902-M-US_Open-R32-Roger_Federer-Juan_Carlos_Ferrero,2
20000906-M-US_Open-QF-Pete_Sampras-Richard_Krajicek,1
20000909-M-US_Open-SF-Marat_Safin-Todd_Martin,1
20000909-M-US_Open-SF-Pete_Sampras-Lleyton_Hewitt,1
20000910-M-US_Open-F-Pete_Sampras-Marat_Safin,2
20000922-M-Olympics-SF-Tommy_Haas-Roger_Federer,1
20000923-M-Olympics-BR-Arnaud_Di_Pasquale-Roger_Federer,1
20000928-M-Olympics-F-Yevgeny_Kafelnikov-Tommy_Haas,1
20001023-M-Basel-R32-Roger_Federer-Tommy_Haas,1
20001024-M-Basel-R16-Roger_Federer-Andrei_Pavel,1
20001028-M-Basel-SF-Lleyton_Hewitt-Roger_Federer,2
20001029-M-Basel-F-Thomas_Enqvist-Roger_Federer,1
20001104-M-Stuttgart_Masters-SF-Sebastien_Grosjean-Wayne_Ferreira,2
20001104-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,2
20001105-M-Stuttgart_Masters-F-Lleyton_Hewitt-Wayne_Ferreira,2
20001113-M-Lyon-F-Patrick_Rafter-Arnaud_Clement,2
20001118-M-Paris_Masters-SF-Juan_Carlos_Ferrero-Marat_Safin,2
20001118-M-Paris_Masters-SF-Mark_Philippoussis-Gustavo_Kuerten,1
20001119-M-Paris_Masters-F-Mark_Philippoussis-Marat_Safin,2
20001127-M-Tour_Finals-RR-Pete_Sampras-Lleyton_Hewitt,2
20001127-M-Tour_Finals-SF-Marat_Safin-Andre_Agassi,2
20001128-M-Tour_Finals-RR-Pete_Sampras-Marat_Safin,1
20001130-M-Tour_Finals-RR-Andre_Agassi-Yevgeny_Kafelnikov,1
20001130-M-Tour_Finals-RR-Gustavo_Kuerten-Magnus_Norman,1
20001201-M-Tour_Finals-RR-Yevgeny_Kafelnikov-Gustavo_Kuerten,2
20001202-M-Tour_Finals-SF-Pete_Sampras-Gustavo_Kuerten,2
20001203-M-Tour_Finals-F-Andre_Agassi-Gustavo_Kuerten,2
20001208-M-Davis_Cup_World_Group_F-RR-Albert_Costa-Lleyton_Hewitt,2
20010114-M-Sydney-F-Lleyton_Hewitt-Magnus_Norman,1
20010117-M-Australian_Open-R64-Greg_Rusedski-Gustavo_Kuerten,1
20010120-M-Australian_Open-R32-Carlos_Moya-Lleyton_Hewitt,1
20010123-M-Australian_Open-QF-Todd_Martin-Andre_Agassi,2
20010124-M-Australian_Open-QF-Patrick_Rafter-Dominik_Hrbaty,1
20010126-M-Australian_Open-SF-Arnaud_Clement-Sebastien_Grosjean,1
20010126-M-Australian_Open-SF-Patrick_Rafter-Andre_Agassi,2
20010128-M-Australian_Open-F-Arnaud_Clement-Andre_Agassi,2
20010204-M-Milan-F-Julien_Boutter-Roger_Federer,2
20010225-M-Rotterdam-F-Roger_Federer-Nicolas_Escude,2
20010304-M-Acapulco-F-Galo_Blanco-Gustavo_Kuerten,2
20010304-M-San_Jose-F-Greg_Rusedski-Andre_Agassi,1
20010312-M-Indian_Wells-QF-Nicolas_Lapentti-Andre_Agassi,2
20010317-M-Indian_Wells_Masters-SF-Lleyton_Hewitt-Andre_Agassi,2
20010318-M-Indian_Wells_Masters-F-Pete_Sampras-Andre_Agassi,2
20010319-M-Miami_Masters-R32-Pete_Sampras-Andy_Roddick,2
20010328-M-Miami_Masters-R16-Alex_Corretja-Patrick_Rafter,2
20010402-M-Miami_Masters-F-Jan_Michael_Gambill-Andre_Agassi,2
20010408-M-Davis_Cup_World_Group_QF-RR-Gustavo_Kuerten-Lleyton_Hewitt,2
20010507-M-Rome_Masters-R64-Alex_Corretja-Carlos_Moya,1
20010507-M-Rome_Masters-R64-Magnus_Norman-Vincenzo_Santopadre,2
20010508-M-Rome_Masters-R32-Roger_Federer-Marat_Safin,1
20010508-M-Rome_Masters-R64-Arnaud_Clement-Federico_Luzzi,2
20010508-M-Rome_Masters-R64-Marcelo_Rios-Davide_Sanguinetti,1
20010511-M-Rome_Masters-QF-Alex_Corretja-Gustavo_Kuerten,2
20010511-M-Rome_Masters-R16-Alex_Corretja-Lleyton_Hewitt,1
20010516-M-Hamburg-R32-Fabrice_Santoro-Andre_Agassi,1
20010602-M-Roland_Garros-R32-Fabrice_Santoro-Marat_Safin,1
20010603-M-Roland_Garros-R16-Gustavo_Kuerten-Michael_Russell,1
20010604-M-Roland_Garros-R16-Wayne_Arthurs-Roger_Federer,2
20010605-M-Roland_Garros-QF-Gustavo_Kuerten-Yevgeny_Kafelnikov,1
20010607-M-Roland_Garros-QF-Roger_Federer-Alex_Corretja,2
20010610-M-Roland_Garros-F-Alex_Corretja-Gustavo_Kuerten,2
20010613-M-Halle-R16-David_Prinosil-Roger_Federer,2
20010614-M-Halle-QF-Patrick_Rafter-Roger_Federer,1
20010617-M-Queens_Club-F-Tim_Henman-Lleyton_Hewitt,2
20010622-M-s_Hertogenbosch-SF-Roger_Federer-Lleyton_Hewitt,2
20010629-M-Wimbledon-R64-Carlos_Moya-Goran_Ivanisevic,2
20010702-M-Wimbledon-R16-Roger_Federer-Pete_Sampras,1
20010705-M-Wimbledon-QF-Patrick_Rafter-Thomas_Enqvist,1
20010705-M-Wimbledon-QF-Roger_Federer-Tim_Henman,2
20010707-M-Wimbledon-SF-Goran_Ivanisevic-Tim_Henman,1
20010707-M-Wimbledon-SF-Patrick_Rafter-Andre_Agassi,1
20010709-M-Wimbledon-F-Goran_Ivanisevic-Patrick_Rafter,1
20010728-M-Los_Angeles-SF-Gustavo_Kuerten-Andre_Agassi,2
20010729-M-Los_Angeles-F-Pete_Sampras-Andre_Agassi,2
20010729-M-Stuttgart-F-Gustavo_Kuerten-Guillermo_Canas,1
20010804-M-Canada_Masters-SF-Patrick_Rafter-Fabrice_Santoro,1
20010804-M-Canada_Masters-SF-Tommy_Haas-Andrei_Pavel,2
20010805-M-Canada_Masters-F-Patrick_Rafter-Andrei_Pavel,2
20010809-M-Cincinnati_Masters-R16-Goran_Ivanisevic-Gustavo_Kuerten,2
20010810-M-Cincinnati_Masters-QF-Yevgeny_Kafelnikov-Gustavo_Kuerten,2
20010811-M-Cincinnati_Masters-SF-Patrick_Rafter-Lleyton_Hewitt,1
20010811-M-Cincinnati_Masters-SF-Tim_Henman-Gustavo_Kuerten,2
20010818-M-Indianapolis-SF-Patrick_Rafter-Marat_Safin,1
20010826-M-Long_Island-F-Tommy_Haas-Pete_Sampras,1
20010827-M-US_Open-R128-Mike_Bryan-Andre_Agassi,2
20010827-M-US_Open-R32-Max_Mirnyi-Gustavo_Kuerten,2
20010829-M-US_Open-R128-Daniel_Vacek-Gustavo_Kuerten,2
20010829-M-US_Open-R64-Jack_Brasington-Andy_Roddick,2
20010830-M-US_Open-R64-Robby_Ginepri-Roger_Federer,2
20010904-M-US_Open-R16-Andre_Agassi-Roger_Federer,1
20010905-M-US_Open-R16-Tommy_Haas-Lleyton_Hewitt,2
20010906-M-US_Open-QF-Andy_Roddick-Lleyton_Hewitt,2
20010906-M-US_Open-QF-Pete_Sampras-Andre_Agassi,1
20010907-M-US_Open-SF-Yevgeny_Kafelnikov-Lleyton_Hewitt,2
20010908-M-US_Open-SF-Pete_Sampras-Marat_Safin,1
20010909-M-US_Open-F-Pete_Sampras-Lleyton_Hewitt,2
20010921-M-Davis_Cup_World_Group_PO-RR-Goran_Ivanisevic-Filippo_Volandri,2
20011007-M-Tokyo-F-Michel_Kratochvil-Lleyton_Hewitt,2
20011014-M-Vienna-F-Tommy_Haas-Guillermo_Canas,1
20011019-M-Stuttgart_Masters-QF-Max_Mirnyi-Pete_Sampras,1
20011020-M-Stuttgart_Masters-SF-Lleyton_Hewitt-Tommy_Haas,2
20011020-M-Stuttgart_Masters-SF-Yevgeny_Kafelnikov-Max_Mirnyi,2
20011026-M-Basel-QF-Andy_Roddick-Roger_Federer,2
20011028-M-Basel-F-Tim_Henman-Roger_Federer,1
20011103-M-Paris_Masters-SF-Tommy_Haas-Sebastien_Grosjean,2
20011103-M-Paris_Masters-SF-Yevgeny_Kafelnikov-Andreas_Vinciguerra,1
20011112-M-Masters_Cup-RR-Patrick_Rafter-Andre_Agassi,2
20011114-M-Masters_Cup-RR-Lleyton_Hewitt-Andre_Agassi,1
20011116-M-Masters_Cup-RR-Goran_Ivanisevic-Gustavo_Kuerten,1
20011116-M-Masters_Cup-RR-Patrick_Rafter-Lleyton_Hewitt,2
20011117-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Lleyton_Hewitt,2
20011117-M-Masters_Cup-SF-Yevgeny_Kafelnikov-Sebastien_Grosjean,2
20011118-M-Masters_Cup-F-Sebastien_Grosjean-Lleyton_Hewitt,2
20011202-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Lleyton_Hewitt,2
20011214-M-St_Anton_EXH-RR-Roger_Federer-Markus_Hipfl,1
20020112-M-Sydney-SF-Roger_Federer-Andy_Roddick,1
20020113-M-Sydney-F-Roger_Federer-Juan_Ignacio_Chela,1
20020121-M-Australian_Open-R16-Pete_Sampras-Marat_Safin,2
20020122-M-Australian_Open-R16-Roger_Federer-Tommy_Haas,2
20020126-M-Australian_Open-SF-Thomas_Johansson-Jiri_Novak,1
20020126-M-Australian_Open-SF-Tommy_Haas-Marat_Safin,2
20020127-M-Australian_Open-F-Thomas_Johansson-Marat_Safin,1
20020130-M-Milan-R16-Roger_Federer-Nikolay_Davydenko,1
20020203-M-Milan-F-Roger_Federer-Davide_Sanguinetti,1
20020208-M-Davis_Cup_World_Group_R1-RR-Marat_Safin-Roger_Federer,2
20020210-M-Davis_Cup_World_Group_R1-RR-Yevgeny_Kafelnikov-Roger_Federer,2
20020224-M-Memphis-F-James_Blake-Andy_Roddick,2
20020226-M-Dubai-R32-Roger_Federer-Adrian_Voinea,1
20020303-M-San_Jose-F-Lleyton_Hewitt-Andre_Agassi,1
20020316-M-Indian_Wells_Masters-SF-Pete_Sampras-Lleyton_Hewitt,2
20020317-M-Indian_Wells_Masters-F-Tim_Henman-Lleyton_Hewitt,2
20020325-M-Miami_Masters-R32-Pete_Sampras-Fernando_Gonzalez,2
20020328-M-Miami_Masters-QF-Marat_Safin-Lleyton_Hewitt,2
20020328-M-Miami_Masters-QF-Roger_Federer-Andrei_Pavel,1
20020329-M-Miami_Masters-SF-Roger_Federer-Lleyton_Hewitt,1
20020401-M-Miami_Masters-F-Roger_Federer-Andre_Agassi,2
20020415-M-Monte_Carlo_Masters-R64-Richard_Gasquet-Franco_Squillari,1
20020420-M-Monte_Carlo_Masters-SF-Carlos_Moya-Tim_Henman,1
20020425-M-Barcelona-R32-David_Nalbandian-Lleyton_Hewitt,2
20020428-M-Houston-F-Pete_Sampras-Andy_Roddick,2
20020428-M-Houston-SF-Pete_Sampras-Andre_Agassi,1
20020507-M-Rome_Masters-R64-Alex_Corretja-Giorgio_Galimberti,2
20020507-M-Rome_Masters-R64-Pete_Sampras-Felix_Mantilla,2
20020510-M-Rome_Masters-QF-Albert_Costa-Andre_Agassi,2
20020512-M-Rome_Masters-F-Tommy_Haas-Andre_Agassi,2
20020515-M-Hamburg_Masters-R32-Gustavo_Kuerten-Andrei_Pavel,1
20020516-M-Hamburg_Masters-R16-Gustavo_Kuerten-Guillermo_Canas,1
20020517-M-Hamburg_Masters-QF-Gustavo_Kuerten-Roger_Federer,2
20020518-M-Hamburg_Masters-SF-Max_Mirnyi-Roger_Federer,2
20020519-M-Hamburg_Masters-F-Roger_Federer-Marat_Safin,1
20020531-M-Roland_Garros-R32-Fernando_Gonzalez-Gustavo_Kuerten,2
20020605-M-Roland_Garros-QF-Marat_Safin-Sebastien_Grosjean,1
20020609-M-Roland_Garros-F-Albert_Costa-Juan_Carlos_Ferrero,1
20020616-M-Queens_Club-F-Lleyton_Hewitt-Tim_Henman,1
20020624-M-Wimbledon-R128-Mario_Ancic-Roger_Federer,1
20020703-M-Wimbledon-QF-Lleyton_Hewitt-Sjeng_Schalken,1
20020705-M-Wimbledon-SF-David_Nalbandian-Xavier_Malisse,1
20020705-M-Wimbledon-SF-Lleyton_Hewitt-Tim_Henman,1
20020707-M-Wimbledon-F-David_Nalbandian-Lleyton_Hewitt,2
20020714-M-Newport-F-Taylor_Dent-James_Blake,1
20020731-M-Canada_Masters-R32-Yevgeny_Kafelnikov-Younes_El_Aynaoui,1
20020803-M-Canada_Masters-SF-Andy_Roddick-Jiri_Novak,1
20020804-M-Canada_Masters-F-Andy_Roddick-Guillermo_Canas,2
20020809-M-Cincinnati_Masters-QF-Andy_Roddick-Fernando_Gonzalez,2
20020810-M-Cincinnati_Masters-QF-Andre_Agassi-Lleyton_Hewitt,2
20020810-M-Cincinnati_Masters-SF-Carlos_Moya-Juan_Carlos_Ferrero,1
20020811-M-Cincinnati_Masters-F-Carlos_Moya-Lleyton_Hewitt,1
20020811-M-Cincinnati_Masters-SF-Lleyton_Hewitt-Fernando_Gonzalez,1
20020817-M-Washington-SF-James_Blake-Andre_Agassi,1
20020818-M-Washington-F-Paradorn_Srichaphan-James_Blake,2
20020826-M-US_Open-R128-Jiri_Vanek-Roger_Federer,2
20020829-M-US_Open-R64-James_Blake-Nikolay_Davydenko,1
20020830-M-US_Open-R64-Marat_Safin-Gustavo_Kuerten,2
20020902-M-US_Open-R32-Greg_Rusedski-Pete_Sampras,2
20020905-M-US_Open-QF-Pete_Sampras-Andy_Roddick,1
20020905-M-US_Open-QF-Sjeng_Schalken-Fernando_Gonzalez,1
20020907-M-US_Open-SF-Lleyton_Hewitt-Andre_Agassi,2
20020907-M-US_Open-SF-Pete_Sampras-Sjeng_Schalken,1
20020908-M-US_Open-F-Pete_Sampras-Andre_Agassi,1
20020915-M-Costa_Do_Sauipe-F-Gustavo_Kuerten-Guillermo_Coria,1
20020920-M-Davis_Cup_World_Group_SF-RR-Marat_Safin-David_Nalbandian,1
20020920-M-Davis_Cup_World_Group_SF-RR-Yevgeny_Kafelnikov-Gaston_Gaudio,1
20021008-M-Vienna-R32-Roger_Federer-Zeljko_Krajan,1
20021011-M-Lyon-QF-Gustavo_Kuerten-Marat_Safin,1
20021013-M-Vienna-F-Roger_Federer-Jiri_Novak,1
20021019-M-Madrid_Masters-SF-Fabrice_Santoro-Jiri_Novak,2
20021019-M-Madrid_Masters-SF-Sebastien_Grosjean-Andre_Agassi,2
20021024-M-Basel-R16-Roger_Federer-Alexander_Waske,1
20021025-M-Basel-QF-Roger_Federer-Andy_Roddick,1
20021026-M-Basel-SF-Roger_Federer-David_Nalbandian,2
20021101-M-Paris_Masters-QF-Roger_Federer-Lleyton_Hewitt,2
20021102-M-Paris_Masters-SF-Lleyton_Hewitt-Paradorn_Srichaphan,1
20021102-M-Paris_Masters-SF-Marat_Safin-Carlos_Moya,1
20021110-M-Paris_Masters-F-Marat_Safin-Lleyton_Hewitt,1
20021111-M-Masters_Cup-RR-Andre_Agassi-Jiri_Novak,2
20021111-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero,1
20021112-M-Masters_Cup-RR-Juan_Carlos_Ferrero-Andre_Agassi,1
20021113-M-Masters_Cup-RR-Roger_Federer-Jiri_Novak,1
20021115-M-Masters_Cup-RR-Roger_Federer-Thomas_Johansson,1
20021116-M-Masters_Cup-SF-Juan_Carlos_Ferrero-Carlos_Moya,1
20021116-M-Masters_Cup-SF-Roger_Federer-Lleyton_Hewitt,2
20021117-M-Masters_Cup-F-Lleyton_Hewitt-Juan_Carlos_Ferrero,1
20021129-M-Davis_Cup_World_Group_F-RR-Paul_Henri_Mathieu-Marat_Safin,2
20021201-M-Davis_Cup_World_Group_F-RR-Paul_Henri_Mathieu-Mikhail_Youzhny,2
20021201-M-Davis_Cup_World_Group_F-RR-Sebastien_Grosjean-Marat_Safin,2
20030101-M-Doha-R32-Roger_Federer-Andrei_Stoliarov,1
20030114-M-Australian_Open-R128-Roger_Federer-Flavio_Saretta,1
20030115-M-Australian_Open-R128-Paradorn_Srichaphan-Mark_Philippoussis,2
20030120-M-Australian_Open-R16-Roger_Federer-David_Nalbandian,2
20030122-M-Australian_Open-QF-Andy_Roddick-Younes_El_Aynaoui,1
20030125-M-Australian_Open-SF-Rainer_Schuettler-Andy_Roddick,1
20030125-M-Australian_Open-SF-Wayne_Ferreira-Andre_Agassi,2
20030126-M-Australian_Open-F-Rainer_Schuettler-Andre_Agassi,2
20030216-M-Marseille-F-Jonas_Bjorkman-Roger_Federer,2
20030301-M-Dubai-F-Roger_Federer-Jiri_Novak,1
20030314-M-Indian_Wells_Masters-R16-Guillermo_Coria-Lleyton_Hewitt,2
20030316-M-Indian_Wells_Masters-F-Lleyton_Hewitt-Gustavo_Kuerten,1
20030316-M-Indian_Wells_Masters-SF-Vincent_Spadea-Lleyton_Hewitt,2
20030325-M-Miami_Masters-R16-Andre_Agassi-Mark_Philippoussis,1
20030330-M-Miami_Masters-F-Andre_Agassi-Carlos_Moya,1
20030414-M-Monte_Carlo_Masters-R64-Arnaud_Clement-Fernando_Gonzalez,1
20030427-M-Houston-F-Andy_Roddick-Andre_Agassi,2
20030503-M-Munich-SF-Roger_Federer-Stefan_Koubek,1
20030504-M-Munich-F-Roger_Federer-Jarkko_Nieminen,1
20030505-M-Rome_Masters-R64-David_Ferrer-Andre_Agassi,1
20030508-M-Rome_Masters-R16-Roger_Federer-Tommy_Robredo,1
20030510-M-Rome_Masters-SF-Roger_Federer-Juan_Carlos_Ferrero,1
20030511-M-Rome_Masters-F-Felix_Mantilla-Roger_Federer,1
20030515-M-Hamburg_Masters-R16-Rafael_Nadal-Gaston_Gaudio,2
20030518-M-Hamburg_Masters-F-Guillermo_Coria-Agustin_Calleri,1
20030524-M-Roland_Garros-R64-Nikolay_Davydenko-Lleyton_Hewitt,2
20030601-M-Roland_Garros-R32-Gaston_Gaudio-Gustavo_Kuerten,2
20030603-M-Roland_Garros-QF-Guillermo_Coria-Andre_Agassi,1
20030608-M-Roland_Garros-F-Martin_Verkerk-Juan_Carlos_Ferrero,2
20030615-M-Halle-F-Roger_Federer-Nicolas_Kiefer,1
20030615-M-Queens_Club-SF-Andy_Roddick-Andre_Agassi,1
20030623-M-Wimbledon-R128-Ivo_Karlovic-Lleyton_Hewitt,1
20030627-M-Wimbledon-R32-Rafael_Nadal-Paradorn_Srichaphan,2
20030627-M-Wimbledon-R32-Roger_Federer-Mardy_Fish,1
20030628-M-Wimbledon-R32-Andre_Agassi-Younes_El_Aynaoui,1
20030629-M-Wimbledon-QF-Mark_Philippoussis-Alexander_Popp,1
20030630-M-Wimbledon-QF-Roger_Federer-Sjeng_Schalken,1
20030630-M-Wimbledon-R16-Mark_Philippoussis-Andre_Agassi,1
20030701-M-Wimbledon-SF-Andy_Roddick-Roger_Federer,2
20030701-M-Wimbledon-SF-Mark_Philippoussis-Sebastien_Grosjean,1
20030706-M-Wimbledon-F-Roger_Federer-Mark_Philippoussis,1
20030708-M-Gstaad-R32-Roger_Federer-Marc_Lopez,1
20030713-M-Gstaad-F-Roger_Federer-Jiri_Novak,2
20030727-M-Kitzbuhel-F-Guillermo_Coria-Nicolas_Massu,1
20030802-M-Washington-SF-Andre_Agassi-Fernando_Gonzalez,2
20030804-M-Canada_Masters-R16-Roger_Federer-Tommy_Robredo,1
20030807-M-Canada_Masters-R32-Roger_Federer-Greg_Rusedski,1
20030809-M-Canada_Masters-SF-Rainer_Schuettler-David_Nalbandian,2
20030809-M-Canada_Masters-SF-Roger_Federer-Andy_Roddick,2
20030810-M-Canada_Masters-F-Andy_Roddick-David_Nalbandian,1
20030811-M-Cincinnati_Masters-SF-Andy_Roddick-Max_Mirnyi,1
20030817-M-Cincinnati_Masters-F-Andy_Roddick-Mardy_Fish,1
20030829-M-US_Open-R64-Andy_Roddick-Ivan_Ljubicic,1
20030829-M-US_Open-R64-Roger_Federer-Jean_Rene_Lisnard,1
20030901-M-US_Open-R32-Roger_Federer-James_Blake,1
20030902-M-US_Open-R16-Roger_Federer-David_Nalbandian,2
20030905-M-US_Open-QF-Juan_Carlos_Ferrero-Lleyton_Hewitt,1
20030906-M-US_Open-SF-Andre_Agassi-Juan_Carlos_Ferrero,2
20030906-M-US_Open-SF-Andy_Roddick-David_Nalbandian,1
20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero,1
20030919-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Mark_Philippoussis,1
20030921-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Lleyton_Hewitt,2
20031006-M-Vienna-R32-David_Ferrer-Roger_Federer,2
20031010-M-Vienna-QF-Roger_Federer-Jarkko_Nieminen,1
20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,1
20031017-M-Madrid_Masters-QF-Roger_Federer-Feliciano_Lopez,1
20031018-M-Madrid_Masters-SF-Roger_Federer-Juan_Carlos_Ferrero,2
20031019-M-Madrid_Masters-F-Juan_Carlos_Ferrero-Nicolas_Massu,1
20031030-M-Paris_Masters-R16-Roger_Federer-Martin_Verkerk,1
20031031-M-Paris_Masters-QF-Roger_Federer-Tim_Henman,2
20031101-M-Paris_Masters-SF-Andy_Roddick-Tim_Henman,2
20031101-M-Paris_Masters-SF-Jiri_Novak-Andrei_Pavel,2
20031110-M-Masters_Cup-RR-Roger_Federer-Andre_Agassi,1
20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero,1
20031113-M-Masters_Cup-RR-Andre_Agassi-Juan_Carlos_Ferrero,1
20031114-M-Masters_Cup-RR-Andre_Agassi-David_Nalbandian,1
20031115-M-Masters_Cup-SF-Rainer_Schuettler-Andre_Agassi,2
20031115-M-Masters_Cup-SF-Roger_Federer-Andy_Roddick,1
20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,1
20031128-M-Davis_Cup_World_Group_F-RR-Juan_Carlos_Ferrero-Lleyton_Hewitt,2
20040120-M-Australian_Open-R128-Roger_Federer-Alex_Bogomolov_Jr,1
20040124-M-Australian_Open-R16-Andy_Roddick-Sjeng_Schalken,1
20040124-M-Australian_Open-R32-Roger_Federer-Todd_Reid,1
20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt,1
20040127-M-Australian_Open-QF-Andy_Roddick-Marat_Safin,2
20040128-M-Australian_Open-QF-Roger_Federer-David_Nalbandian,1
20040129-M-Australian_Open-SF-Andre_Agassi-Marat_Safin,2
20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,1
20040201-M-Australian_Open-F-Roger_Federer-Marat_Safin,1
20040215-M-San_Jose-F-Andy_Roddick-Mardy_Fish,1
20040216-M-Dubai-R32-Roger_Federer-Marat_Safin,1
20040221-M-Rotterdam-SF-Tim_Henman-Lleyton_Hewitt,2
20040222-M-Rotterdam-F-Juan_Carlos_Ferrero-Lleyton_Hewitt,2
20040303-M-Dubai-R16-Roger_Federer-Tommy_Robredo,1
20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez,1
20040310-M-Indian_Wells_Masters-R64-Roger_Federer-Andrei_Pavel,1
20040311-M-Indian_Wells_Masters-QF-Roger_Federer-Juan_Ignacio_Chela,1
20040311-M-Indian_Wells_Masters-R16-Roger_Federer-Mardy_Fish,1
20040312-M-Indian_Wells_Masters-R32-Roger_Federer-Fernando_Gonzalez,1
20040313-M-Indian_Wells_Masters-SF-Roger_Federer-Andre_Agassi,1
20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman,1
20040326-M-Miami_Masters-R64-Roger_Federer-Nikolay_Davydenko,1
20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria,1
20040328-M-Miami_Masters-R32-Roger_Federer-Rafael_Nadal,2
20040402-M-Miami_Masters-SF-Guillermo_Coria-Fernando_Gonzalez,1
20040409-M-Davis_Cup_World_Group_QF-RR-Arnaud_Clement-Roger_Federer,2
20040409-M-Davis_Cup_World_Group_QF-RR-Nicolas_Escude-Roger_Federer,2
20040423-M-Monte_Carlo_Masters-QF-Marat_Safin-Alberto_Martin,1
20040424-M-Monte_Carlo_Masters-SF-Marat_Safin-Guillermo_Coria,2
20040503-M-Rome_Masters-R64-Jonas_Bjorkman-Roger_Federer,2
20040506-M-Rome_Masters-R32-Paradorn_Srichaphan-Marat_Safin,2
20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian,1
20040514-M-Hamburg_Masters-QF-Roger_Federer-Carlos_Moya,1
20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt,1
20040516-M-Hamburg_Masters-F-Roger_Federer-Guillermo_Coria,1
20040524-M-Roland_Garros-R128-Fabrice_Santoro-Arnaud_Clement,1
20040528-M-Roland_Garros-R64-Felix_Mantilla-Marat_Safin,2
20040529-M-Roland_Garros-R32-Roger_Federer-Gustavo_Kuerten,2
20040530-M-Roland_Garros-R32-Martin_Verkerk-Lleyton_Hewitt,2
20040602-M-Roland_Garros-QF-Gustavo_Kuerten-David_Nalbandian,2
20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria,1
20040612-M-Queens_Club-SF-Andy_Roddick-Lleyton_Hewitt,1
20040613-M-Halle-F-Roger_Federer-Mardy_Fish,1
20040613-M-Halle-SF-Roger_Federer-Jiri_Novak,1
20040613-M-Queens_Club-F-Sebastien_Grosjean-Andy_Roddick,2
20040621-M-Wimbledon-R128-Roger_Federer-Alex_Bogdanovic,1
20040621-M-Wimbledon-R64-Roger_Federer-Alejandro_Falla,1
20040627-M-Wimbledon-R32-Roger_Federer-Thomas_Johansson,1
20040628-M-Wimbledon-R16-Lleyton_Hewitt-Carlos_Moya,1
20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt,1
20040630-M-Wimbledon-R16-Roger_Federer-Ivo_Karlovic,1
20040701-M-Wimbledon-QF-Andy_Roddick-Sjeng_Schalken,1
20040703-M-Wimbledon-SF-Mario_Ancic-Andy_Roddick,2
20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer,2
20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick,1
20040706-M-Gstaad-R32-Roger_Federer-Tomas_Behrend,1
20040709-M-Gstaad-QF-Roger_Federer-Radek_Stepanek,1
20040710-M-Gstaad-SF-Roger_Federer-Potito_Starace,1
